subject,body,label,dataset
Orbitz Travel Purchase Confirmation,"<html><head><title>Orbitz Travel Purchase Confirmation</title><link rel=3D""= stylesheet"" href=3D""http://www.orbitz.com/include/styles2.css"" type=3D""text= /css""></head><!-- //////// EMAIL PAGE //////// --><!-- //////////////// --= ><!-- COMPLETE HTML --><!-- NO INCLUDES (SECTIONS ARE COMMENTED) --><!-- //= ////////////// --><body bgcolor=3D""#ffffff"" topmargin=3D""0"" leftmargin=3D""0= "" marginheight=3D""0"" marginwidth=3D""0""><table cellspacing=3D""0"" cellpadding= =3D""0"" border=3D""0""><!-- :::::::: TITLES :::::::: --><tr><td width=3D""26"" v= align=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.com/images/= send/dot.gif"" width=3D""26"" height=3D""24"" border=3D""0"" /></td><td width=3D""3= 76"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.com/im= ages/send/dot.gif"" width=3D""376"" height=3D""1"" border=3D""0"" /></td><td width= =3D""18"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.co= m/images/send/dot.gif"" width=3D""18"" height=3D""1"" border=3D""0"" /></td><td wi= dth=3D""1"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.= com/images/send/dot.gif"" width=3D""1"" height=3D""1"" border=3D""0"" /></td><td w= idth=3D""14"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbit= z.com/images/send/dot.gif"" width=3D""14"" height=3D""1"" border=3D""0"" /></td><t= d width=3D""153"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.o= rbitz.com/images/send/dot.gif"" width=3D""153"" height=3D""1"" border=3D""0"" /></= td><td width=3D""25"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://w= ww.orbitz.com/images/send/dot.gif"" width=3D""25"" height=3D""1"" border=3D""0"" /= ></td></tr><tr><td width=3D""26"" valign=3D""top"" bgcolor=3D""#ffffff""><img src= =3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""26"" height=3D""24"" b= order=3D""0"" /></td><td width=3D""563"" valign=3D""top"" bgcolor=3D""#ffffff"" col= span=3D""5""><img src=3D""http://www.orbitz.com/images/send/img_e_purconf.gif""= width=3D""563"" height=3D""32"" border=3D""0"" /></td><td width=3D""25"" valign=3D= ""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.com/images/send/dot= .gif"" width=3D""25"" height=3D""1"" border=3D""0"" /></td></tr><tr><td width=3D""2= 6"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http://www.orbitz.com/ima= ges/send/dot.gif"" width=3D""26"" height=3D""28"" border=3D""0"" /></td><td width= =3D""563"" valign=3D""top"" bgcolor=3D""#ffffff"" colspan=3D""5""><img src=3D""http:= //www.orbitz.com/images/send/dot.gif"" width=3D""563"" height=3D""1"" border=3D""= 0"" /></td><td width=3D""25"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""h= ttp://www.orbitz.com/images/send/dot.gif"" width=3D""25"" height=3D""1"" border= =3D""0"" /></td></tr><tr><td width=3D""26"" valign=3D""top"" bgcolor=3D""#ffffff"">= <img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""26"" height= =3D""24"" border=3D""0"" /></td><td width=3D""376"" valign=3D""top"" bgcolor=3D""#ff= ffff""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyMed""= >Hello Paul,<br /><br />Thanks for using <a href=3D""http://www.orbitz.com/""= class=3D""ablueMed"">Orbitz</a> as your travel partner for this journey. Be= cause you booked now, you've earned 100 entries into hourly drawings for tw= o airline tickets*. Orbitz wil be drawing winners until midnight on Novemb= er 18, 2001. If you win, you can use your tickets to reconnect with family= and friends at a destination of your choice in the continental U.S. Or yo= u can donate your tickets to the Make-A-Wish Foundation. You will be notif= ied by email if you've won. <br /><br />We are preparing the details for your trip, along with lots of = helpful destination information that we'll email to you within 24 hours. A= t this time, we're confirming the details of your travel requests.<br /><br= />Due to the tragic events of September 11, 2001, schedule changes may occ= ur prior to your travel dates as the airlines adapt their timetables. We will notify you by email if there are significant changes to your travel itinerary.</font><br /><br /><font size=3D""1"" color=3D""#666666"" face=3D""ver= dana"" class=3D""greyReg""><b>Please review this confirmation carefully</b><br= />Your Orbitz reservation number is OM7JOI.<br />Airfare Quoted: USD $307.= 00 (including taxes)<br />You requested e-tickets for this itinerary.<br />= These tickets may carry restrictions.</font><br /><br /><!-- |||||||| FLIGH= T INFO |||||||| --><table cellspacing=3D""0"" cellpadding=3D""0"" border=3D""0"">= <tr><td width=3D""19"" valign=3D""top"" rowspan=3D""88""><img src=3D""http://www.o= rbitz.com/images/send/dot.gif"" width=3D""19"" height=3D""1"" border=3D""0"" /></t= d><td width=3D""7"" valign=3D""top"" rowspan=3D""88""><img src=3D""http://www.orbi= tz.com/images/btn_e_bnotchrt.gif"" width=3D""7"" height=3D""10"" border=3D""0"" />= </td><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#6699CC"" fa= ce=3D""verdana""><b>Denver International Airport (DEN) to Houston George Bush= International Airport (IAH)</b></td></tr><tr><!-- __spacer __ --><td width= =3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.g= if"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""35= 0"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class= =3D""greyReg""><b>Friday, December 21</b></td></tr><tr><!-- __spacer __ --><t= d width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/sen= d/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td widt= h=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana= "" class=3D""greyReg"">Flight: Continental Airlines 1098</td></tr><tr><!-- __s= pacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.= com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></t= r><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" f= ace=3D""verdana"" class=3D""greyReg"">Departure: December 21 4:35 PM MST (DEN)<= /td></tr><tr> <!-- __spacer __ --><td width=3D""350"" valign=3D""top""><img src= =3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" b= order=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""= 1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Arrival: December 2= 1 7:52 PM CST (IAH)</td></tr><tr><!-- __spacer __ --><td width=3D""350"" vali= gn=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""= 350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""= top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">= Class: Economy</td></tr><tr><!-- __spacer __ --><td width=3D""350"" valign=3D= ""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" = height=3D""16"" border=3D""0"" /></td></tr></table><!-- |||||||| |||||||| --><!= -- |||||||| FLIGHT INFO |||||||| --><table cellspacing=3D""0"" cellpadding=3D= ""0"" border=3D""0""><tr><td width=3D""19"" valign=3D""top"" rowspan=3D""88""><img sr= c=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""19"" height=3D""1"" b= order=3D""0"" /></td><td width=3D""7"" valign=3D""top"" rowspan=3D""88""><img src= =3D""http://www.orbitz.com/images/btn_e_bnotchrt.gif"" width=3D""7"" height=3D""= 10"" border=3D""0"" /></td><td width=3D""350"" valign=3D""top""><font size=3D""1"" c= olor=3D""#6699CC"" face=3D""verdana""><b>Houston George Bush International Airp= ort (IAH) to International (SAT)</b></td></tr><tr><!-- __spacer __ --><td w= idth=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/d= ot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width= =3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana""= class=3D""greyReg""><b>Friday, December 21</b></td></tr><tr><!-- __spacer __= --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/imag= es/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><t= d width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""v= erdana"" class=3D""greyReg"">Flight: Continental Airlines 1227</td></tr><tr><!= -- __spacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.o= rbitz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></= td></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666= 666"" face=3D""verdana"" class=3D""greyReg"">Departure: December 21 8:40 PM CST = (IAH)</td></tr><tr> <!-- __spacer __ --><td width=3D""350"" valign=3D""top""><i= mg src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" height= =3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top""><font = size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Arrival: De= cember 21 9:37 PM CST (SAT)</td></tr><tr><!-- __spacer __ --><td width=3D""3= 50"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" w= idth=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""350"" va= lign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""g= reyReg"">Class: Economy</td></tr><tr><!-- __spacer __ --><td width=3D""350"" v= align=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width= =3D""350"" height=3D""16"" border=3D""0"" /></td></tr></table><!-- |||||||| |||||= ||| --><!-- |||||||| FLIGHT INFO |||||||| --><table cellspacing=3D""0"" cellp= adding=3D""0"" border=3D""0""><tr><td width=3D""19"" valign=3D""top"" rowspan=3D""88= ""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""19"" heigh= t=3D""1"" border=3D""0"" /></td><td width=3D""7"" valign=3D""top"" rowspan=3D""88""><= img src=3D""http://www.orbitz.com/images/btn_e_bnotchrt.gif"" width=3D""7"" hei= ght=3D""10"" border=3D""0"" /></td><td width=3D""350"" valign=3D""top""><font size= =3D""1"" color=3D""#6699CC"" face=3D""verdana""><b>International (SAT) to Houston= George Bush International Airport (IAH)</b></td></tr><tr><!-- __spacer __ = --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/image= s/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td= width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""ve= rdana"" class=3D""greyReg""><b>Wednesday, December 26</b></td></tr><tr><!-- __= spacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz= .com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></= tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" = face=3D""verdana"" class=3D""greyReg"">Flight: Continental Airlines 778</td></t= r><tr><!-- __spacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http= ://www.orbitz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D= ""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color= =3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Departure: December 26 6:56= PM CST (SAT)</td></tr><tr> <!-- __spacer __ --><td width=3D""350"" valign=3D= ""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" = height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top"">= <font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Arriv= al: December 26 7:51 PM CST (IAH)</td></tr><tr><!-- __spacer __ --><td widt= h=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.= gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""3= 50"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" clas= s=3D""greyReg"">Class: Economy</td></tr><tr><!-- __spacer __ --><td width=3D""= 350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" = width=3D""350"" height=3D""16"" border=3D""0"" /></td></tr></table><!-- |||||||| = |||||||| --><!-- |||||||| FLIGHT INFO |||||||| --><table cellspacing=3D""0"" = cellpadding=3D""0"" border=3D""0""><tr><td width=3D""19"" valign=3D""top"" rowspan= =3D""88""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""19""= height=3D""1"" border=3D""0"" /></td><td width=3D""7"" valign=3D""top"" rowspan=3D= ""88""><img src=3D""http://www.orbitz.com/images/btn_e_bnotchrt.gif"" width=3D""= 7"" height=3D""10"" border=3D""0"" /></td><td width=3D""350"" valign=3D""top""><font= size=3D""1"" color=3D""#6699CC"" face=3D""verdana""><b>Houston George Bush Inter= national Airport (IAH) to Denver International Airport (DEN)</b></td></tr><= tr><!-- __spacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://= www.orbitz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0""= /></td></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D= ""#666666"" face=3D""verdana"" class=3D""greyReg""><b>Wednesday, December 26</b><= /td></tr><tr><!-- __spacer __ --><td width=3D""350"" valign=3D""top""><img src= =3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" b= order=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""= 1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Flight: Continental= Airlines 1687</td></tr><tr><!-- __spacer __ --><td width=3D""350"" valign=3D= ""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""350"" = height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""350"" valign=3D""top"">= <font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Depar= ture: December 26 8:33 PM CST (IAH)</td></tr><tr> <!-- __spacer __ --><td w= idth=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.com/images/send/d= ot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width= =3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana""= class=3D""greyReg"">Arrival: December 26 9:55 PM MST (DEN)</td></tr><tr><!--= __spacer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orb= itz.com/images/send/dot.gif"" width=3D""350"" height=3D""4"" border=3D""0"" /></td= ></tr><tr><td width=3D""350"" valign=3D""top""><font size=3D""1"" color=3D""#66666= 6"" face=3D""verdana"" class=3D""greyReg"">Class: Economy</td></tr><tr><!-- __sp= acer __ --><td width=3D""350"" valign=3D""top""><img src=3D""http://www.orbitz.c= om/images/send/dot.gif"" width=3D""350"" height=3D""16"" border=3D""0"" /></td></t= r></table><!-- |||||||| |||||||| --><table cellspacing=3D""0"" cellpadding=3D= ""0"" border=3D""0""><tr><td width=3D""376"" valign=3D""top"" bgcolor=3D""#ffffff""><= font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg""><b>Ple= ase note:</b> changes to your itinerary may result in additional fees.<br /= ><br />Up-to-the-minute details regarding current security measures and che= ck-in=20 procedures are located on <a href=3D""http://www.orbitz.com/App/ViewTravelWa= tchHome"" class=3D""ablueMed"">Orbitz Travel Watch</a>and the <a href=3D""http:= //www.orbitz.com/App/faa_homepage.jsp"" class=3D""ablueMed"">Orbitz Assistance= page.</a><br /><br />If changes to your travel plans become necessary, you= can reach us at <font size=3D""1"" color=3D""#6699CC"" face=3D""verdana""><a hre= f=3D""http://www.orbitz.com/App/traveler_care/support/customer_service_email= .jsp"" class=3D""ablue"">Traveler Care</a></font> on the Orbitz web site, or c= all an <b>Orbitz Customer Service Representative at 888-656-4546</b>. We en= courage your comments and suggestions as we strive to meet your expectation= s for your journey and your Orbitz experience. If you are interested in pu= rchasing travel protection for this trip, <font size=3D""1"" color=3D""#6699CC= "" face=3D""verdana""><a href=3D""http://www.etravelprotection.com/servlet/WASC= Pure?csid=3DEML&accam=3DF027211"" class=3D""ablue"">click here for an introduc= tion to Access America</a></font>.</font><br /><br /><font size=3D""1"" color= =3D""#666666"" face=3D""verdana"" class=3D""blackHeader"">Thank you for your busi= ness. Orbitz Cares</font><br /><br /><font size=3D""1"" color=3D""#666666"" fac= e=3D""verdana"" class=3D""greyMed"">* Subject to eligibility restrictions. No = purchase necessary. See official rules for details.</font> <br /><br /></td></tr></table></td><td width=3D""18"" valign=3D""top"" bgcolor= =3D""#ffffff""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width= =3D""18"" height=3D""1"" border=3D""0"" /></td><td width=3D""1"" valign=3D""top"" bgc= olor=3D""#003399""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" wid= th=3D""1"" height=3D""1"" border=3D""0"" /></td><td width=3D""14"" valign=3D""top"" b= gcolor=3D""#ffffff""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" w= idth=3D""14"" height=3D""1"" border=3D""0"" /></td><td width=3D""153"" valign=3D""to= p"" bgcolor=3D""#ffffff""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" = class=3D""greyMed""><!-- RIGHT COLUMN -->Wednesday, Oct 31<br /><br /><table = cellspacing=3D""0"" cellpadding=3D""0"" border=3D""0""><tr><td width=3D""153"" vali= gn=3D""top""><font size=3D""1"" color=3D""#6699CC"" face=3D""verdana""><b>PASSENGER= S ON THIS RECORD</b></td></tr><tr><!-- __spacer__ --><td width=3D""153"" vali= gn=3D""top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""= 153"" height=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""= top""><font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">= Paul Lucci</a></td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""= top""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" h= eight=3D""16"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top"">= <font size=3D""1"" color=3D""#6699CC"" face=3D""verdana""><b>BILLING/DELIVERY INF= O</b></td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""top""><img= src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" height=3D""= 4"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><font size= =3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg""><b>Orbitz Membe= r Name:</b></td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""top= ""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" heig= ht=3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><fon= t size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">Paul Luc= ci </td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""top""><img s= rc=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" height=3D""16= "" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><font size= =3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg""><b>Address:</b>= </td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""top""><img src= =3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" height=3D""4"" b= order=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><font size=3D""= 1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">4761 Yates CT<br> Broomfield, Colorado 80020<br> United States</td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""t= op""><img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" he= ight=3D""16"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><= font size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg""><b>E-M= ail:</b></td></tr><tr><!-- __spacer__ --><td width=3D""153"" valign=3D""top""><= img src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" height= =3D""4"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><font = size=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">plucci@enro= n.com</td></tr><tr><!-- __spacer __ --><td width=3D""153"" valign=3D""top""><im= g src=3D""http://www.orbitz.com/images/send/dot.gif"" width=3D""153"" height=3D= ""16"" border=3D""0"" /></td></tr><tr><td width=3D""153"" valign=3D""top""><font si= ze=3D""1"" color=3D""#666666"" face=3D""verdana"" class=3D""greyReg"">We've listed = all kinds of helpful information in our Frequently Asked Questions (FAQs) a= t the <font size=3D""1"" color=3D""#6699CC"" face=3D""verdana""><a href=3D""http:/= /www.orbitz.com/App/traveler_care/support/customer_support.jsp"" class=3D""ab= lue"">Help and Customer Support</a></font> page at Orbitz.</td></tr></table>= </td><td width=3D""25"" valign=3D""top"" bgcolor=3D""#ffffff""><img src=3D""http:/= /www.orbitz.com/images/send/dot.gif"" width=3D""25"" height=3D""1"" border=3D""0""= /></td></tr></table></body></html>",0,1
"URGENT: Martin, Mills and Franklin Inventory Meeting Recording - Deletion Notice","Please be advised that the Zoom recording of the Martin, Mills and Franklin inventory meeting, detailing stock valued at $62,461, is slated for permanent deletion. This record is vital for operational continuity. Ensure you download it without delay to prevent data loss.",1,3
Expiring Zoom Recording & URGENT Payment Resubmission,"Your latest Zoom recording is marked for deletion. Please download it today. Also, and I'm very sorry for the inconvenience, but the bank rejected the $19,235 payment for Martin Ltd. It seems a new compliance check was implemented. We need fresh wire details to proceed. Can you provide those as soon as possible? Apologies for the repeated request. Pamela Campbell Physicist, Medical",1,3
Donahue Ernst & Young Law Firm,"I am willing to do this on the 20th, but only for one hour maximum. See if Jim has any interest and then get back to Peter. Mark ----- Forwarded by Mark E Haedicke/HOU/ECT on 03/01/2001 02:24 PM ----- Peter Keohane Sent by: Sharon Crawford 03/01/2001 12:30 PM To: James Derrick/Corp/Enron, Mark E Haedicke/HOU/ECT@ECT cc: Ron.A.Deyholos@ca.eyi.com Subject: Donahue Ernst & Young Law Firm Jim and Mark, further to my earlier exchange of e-mails with Mark, 3 representatives of the Donahue Ernst & Young firm, Doug Black, Harold Huber and Ron Deyholos, will be in Houston on March 19th and 20th, and they were wondering about your availability to meet with them. They have other meetings lined up on the 19th, but would be available, subject to your availability, later in the afternoon on March 19th or any time in the morning on March 20th. Please let me know whether that works for either of you, and I will have Ron Deyholos then contact you directly to make firmer arrangements. Regards, Peter",0,1
Chris Germany,"I think that would be great. Let me know if i can help out. I received an email from Chris also, I will definately encourage him to stay with us. -----Original Message----- From: Martin, Thomas A. Sent: Thursday, January 10, 2002 3:03 PM To: Neal, Scott Subject: Chris Germany Just a heads up, I lost Daren Farmer as my Logistics Manager/Transportation person on Thursday. I have asked Chris if he would be interested. He said he would give me an answer on Monday. Tom",0,1
Re: Q3 Projections. > Benton LLC Audit Invoice - For Processing,"Attached for your review and processing is the invoice for Benton LLC's audit services. The amount is $52,612. Please handle as required and advise of estimated payment date. Andrew Ferguson",1,3
Comments of CMTA on PD - I.99-07-003,"--------------------------------------------------- The information contained in this message from Sutherland Asbill & Brennan LLP and any attachments is confidential and intended only for the named recipient(s). If you have received this message in error, you are prohibited from copying, distributing or using the information. Please contact the sender immediately by return email and delete the original message. Attached?are Comments of the California Manufacturers & Technology Association on Proposed Decision - I.99-07-003.? This is a Word 2000?document. ? ? ? Jody Smith Sutherland Asbill & Brennan LLP 1275 Pennsylvania Avenue Washington, DC? 20004 202.383.0113 202.637.3593 Fax - COMMENTS.DOC",0,1
Special Offer for Wall Street Journal Subscribers,"Dear Wall Street Journal Subscriber, Because you are a subscriber to the best business news, information and analysis in print, you qualify for a very special offer for The NEW Wall Street Journal Online! Now you can get one FULL year of The Wall Street Journal Online for ONLY $29! Simply go to http://pull.xmr3.com/p/9170-C2DE/32570475/http-wsj.com-subscribe2925.html and try it out for the first two weeks without being billed. The New Wall Street Journal Online is now easier to use and more personally relevant: * FASTER - Get continously updated news and information from the editors of the Journal and follow top stories throughout the day. * MORE MOBILE - Log on for the news you need while you're traveling and stay informed wherever business takes you. * SMARTER - Dig deeper into the day's news using company information and related links included with articles. * EASIER - Find what you need more easily with improved navigation and spend less time searching. * SEARCH PAST EDITIONS - With access to articles from the past 30 days, you'll never miss a story. * ACCESS TO BARRONS ONLINE - Enjoy daily updates on the timely analysis and market commentary you get every week in Barron's. Your Wall Street Journal Online subscription is completely risk-free. If you don't like what you see, cancel with no obligation. Less than 8 cents per day AND two weeks without being billed! Why wouldn't you just give it a try? Go to http://pull.xmr3.com/p/9170-C2DE/32570475/http-wsj.com-subscribe2925.html You have absolutely nothing to lose and potentially.....a lot of capital gain! Subscribe Now! This message is being sent by WSJ.com. ------------------------------------------------------------------------ Occasionally, we use e-mail for fast, paperless communications with our customers. If you do not wish to receive these notices in the future, please visit our Web site at: http://subscribe.wsj.com/cgi-bin/go.cgi?ID=EJ&A=070798097401 and indicate your preferences. K-1-729916-4450256-2-9170-US1-76118734",0,1
CGAS,"Brace yourself. I'm putting in the June charge of $6.26 !!! I just got the invoice today. Sherry Anastas 07/14/2000 01:03 PM To: Chris Germany/HOU/ECT@ECT cc: Subject: Re: CGAS Chris, I sent a check to KO Transmission for Monday, 7/20 for $71.19. This amount covers 2/00 - 5/00 production. Sherry Chris Germany 07/11/2000 12:19 PM To: Brenda H Fletcher/HOU/ECT@ECT, Mary Theresa Franklin/HOU/ECT@ECT, Joann Collins/Corp/Enron@ENRON, Robert Allwein/HOU/ECT@ECT, Victor Lamadrid/HOU/ECT@ECT, Katherine L Kelly/HOU/ECT@ECT, Elizabeth L Hernandez/HOU/ECT@ECT, Marlene Hilliard/HOU/ECT@ect, Sherry Anastas/HOU/ECT@ECT cc: Subject: CGAS I made the following changes so we can track and pay the KO Transmission invoice. I terminated deal 236178 (CGAS k#60094) effective 6/30/2000. I believe Joann has been using this deal to path the KO Transmission activity. I created deal 327869 effective 2/1/2000 - this is a CGAS contract with KO Transmission as the service provider. We will still do the noms via CGAS on this contract. However, we will pay KO Transmission for the transport expense. According to KO, we have not paid our Feb - May invoices. I set these charges up on deal 327869 as demand charges. The amount are small. Beginning with July, we will reflect a usage charge on deal 327869. Questions??",0,1
Power Marketers WG conf. call - 1-800-937-6563. Ask for EPSA Call.,"February 28, 2001 Conference Call Agenda ? California ? New York ? MISO/Alliance ? NARUC Meetings ? Gas Issues",0,1
ACTION REQUIRED: Open Enrollment Closing Soon (Tran Ltd Policy 4022),"This is аn u‍r‌g​e‍n‍t notificаtion from the Benefіts Deрartment at Tran Ltd. Оur annual Open Enrollment рeriod іs schеdulеd tо сonclude tоmorrow, Date - e.g., Oсtober 27th. Per established polіcy 4022, all emploуееs are ​a‍r‌e‌ ​r‌e​q to rеview their current coverаge options and make any necessary adjustments tо thеir benеfіts elections рrior to the deadline. Failure to reviеw оr uрdate уour selections by the сlosіng datе will result in уour current benefits packagе autоmatically rolling оvеr for the uрcoming year. For yоur conveniеncе, a detаilеd summary оf аvаilable plans and imрortant роliсy changes is attachеd in PDF format. Pleаsе ensure you open and reviеw thіs document thorоughly to understand your оptions. Contact the Bеnefits Dеpartment іf you require further assistance *after* reviewing the attached mаterіals.",1,4
